country,date,cases,deaths,recovered
Burma,08/12/2020,361,6,318
Mauritius,08/12/2020,344,10,334
TrinidadandTobago,08/12/2020,326,8,139
Mongolia,08/12/2020,297,0,269
PapuaNewGuinea,08/12/2020,287,3,78
Eritrea,08/12/2020,285,0,248
Cambodia,08/12/2020,272,0,223
Belize,08/12/2020,210,2,32
Barbados,08/12/2020,144,7,115
Brunei,08/12/2020,142,3,138
Monaco,08/12/2020,141,4,114
Seychelles,08/12/2020,127,0,126
Bhutan,08/12/2020,113,0,97
AntiguaandBarbuda,08/12/2020,92,3,76
Liechtenstein,08/12/2020,90,1,87
SaintVincentandtheGrenadines,08/12/2020,57,0,52
Macao,08/12/2020,46,0,46
Fiji,08/12/2020,27,1,18
SaintLucia,08/12/2020,25,0,25
Timor.Leste,08/12/2020,25,0,24
Grenada,08/12/2020,24,0,23
Dominica,08/12/2020,18,0,18
SaintKittsandNevis,08/12/2020,17,0,17
HolySee,08/12/2020,12,0,12
WesternSahara,08/12/2020,10,1,8
US,8/13/2020,5248958,167085,1774648
Brazil,8/13/2020,3224876,105463,2521100
India,8/13/2020,2461190,48040,1751555
Russia,8/13/2020,905762,15353,714934
SouthAfrica,8/13/2020,572865,11270,437617
Mexico,8/13/2020,505751,55293,406583
Peru,8/13/2020,498555,21713,341938
Colombia,8/13/2020,433805,14145,250494
Chile,8/13/2020,380034,10299,353131
Spain,8/13/2020,337334,28605,150376
Iran,8/13/2020,336324,19162,292058
UnitedKingdom,8/13/2020,316729,41432,1479
SaudiArabia,8/13/2020,294519,3303,260393
Pakistan,8/13/2020,286674,6139,264060
Argentina,8/13/2020,276072,5362,192434
Bangladesh,8/13/2020,269115,3557,154871
Italy,8/13/2020,252235,35231,202923
Turkey,8/13/2020,245635,5912,228057
France,8/13/2020,244096,30392,83612
Germany,8/13/2020,222281,9217,199654
Iraq,8/13/2020,164277,5641,117208
Philippines,8/13/2020,147526,2426,70387
Indonesia,8/13/2020,132816,5968,87558
Canada,8/13/2020,123180,9063,109260
Qatar,8/13/2020,114281,190,110957
Kazakhstan,8/13/2020,101848,1269,76756
Ecuador,8/13/2020,98343,6010,78957
Bolivia,8/13/2020,96459,3884,33720
Egypt,8/13/2020,96108,5107,56890
Israel,8/13/2020,89822,651,64746
Ukraine,8/13/2020,88136,2023,47678
China,8/13/2020,84786,4634,79463
DominicanRepublic,8/13/2020,83134,1393,47946
Oman,8/13/2020,82531,551,77278
Sweden,8/13/2020,80851,5803,0
Panama,8/13/2020,78446,1722,52210
Belgium,8/13/2020,76191,9916,17913
Kuwait,8/13/2020,74486,489,66099
Belarus,8/13/2020,69203,599,66178
Romania,8/13/2020,66631,2860,31547
UnitedArabEmirates,8/13/2020,63489,358,57372
Netherlands,8/13/2020,62406,6187,253
Guatemala,8/13/2020,60284,2296,48305
Singapore,8/13/2020,55497,27,50736
Poland,8/13/2020,54487,1844,37961
Portugal,8/13/2020,53548,1770,39177
Japan,8/13/2020,52471,1073,36191
Honduras,8/13/2020,49042,1542,7032
Nigeria,8/13/2020,48116,966,34309
Bahrain,8/13/2020,45726,167,42180
Ghana,8/13/2020,41725,223,39495
Kyrgyzstan,8/13/2020,41069,1487,33288
Armenia,8/13/2020,41023,809,33897
Morocco,8/13/2020,37935,584,26687
Afghanistan,8/13/2020,37424,1363,26714
Switzerland,8/13/2020,37403,1991,32700
Algeria,8/13/2020,37187,1341,26004
Azerbaijan,8/13/2020,33915,500,31269
Uzbekistan,8/13/2020,33323,216,27213
Venezuela,8/13/2020,30369,259,21385
Moldova,8/13/2020,29087,878,20276
Serbia,8/13/2020,28998,661,0
Kenya,8/13/2020,28754,460,15100
Ireland,8/13/2020,26929,1774,23364
Ethiopia,8/13/2020,26204,479,11428
CostaRica,8/13/2020,26129,272,8412
Nepal,8/13/2020,24957,95,16837
Australia,8/13/2020,22742,375,13001
Austria,8/13/2020,22594,725,20346
ElSalvador,8/13/2020,21993,584,10254
Czechia,8/13/2020,19401,391,13574
Cameroon,8/13/2020,18308,401,15320
CotedIvoire,8/13/2020,16889,107,13522
Denmark,8/13/2020,15590,621,13370
WestBankandGaza,8/13/2020,15491,106,9186
BosniaandHerzegovina,8/13/2020,15184,458,9156
RepublicofKorea,8/13/2020,14873,305,13863
Bulgaria,8/13/2020,13893,482,8479
Madagascar,8/13/2020,13522,162,11780
NorthMacedonia,8/13/2020,12357,532,8662
Sudan,8/13/2020,12115,792,6305
Senegal,8/13/2020,11740,244,7572
Kosovo,8/13/2020,10795,365,6411
Norway,8/13/2020,9851,257,8857
DemocraticRepublicoftheCongo,8/13/2020,9589,234,8480
Malaysia,8/13/2020,9129,125,8821
Zambia,8/13/2020,8663,246,7401
Paraguay,8/13/2020,8389,97,5516
Guinea,8/13/2020,8198,50,7120
Gabon,8/13/2020,8077,51,5920
Tajikistan,8/13/2020,7950,63,6741
Haiti,8/13/2020,7781,192,5123
Lebanon,8/13/2020,7711,92,2496
Finland,8/13/2020,7683,333,7050
Luxembourg,8/13/2020,7368,122,6414
Libya,8/13/2020,7050,135,816
Albania,8/13/2020,6971,213,3616
Mauritania,8/13/2020,6653,157,5843
Greece,8/13/2020,6381,221,1347
Croatia,8/13/2020,6050,161,5078
Maldives,8/13/2020,5494,21,2920
Djibouti,8/13/2020,5358,59,5167
Zimbabwe,8/13/2020,4990,128,1927
Malawi,8/13/2020,4912,153,2550
EquatorialGuinea,8/13/2020,4821,83,2182
Hungary,8/13/2020,4813,607,3561
CentralAfricanRepublic,8/13/2020,4652,61,1728
HongKong,8/13/2020,4312,66,3295
Nicaragua,8/13/2020,4115,128,2913
Montenegro,8/13/2020,3857,73,2680
Congo,8/13/2020,3745,60,1625
Eswatini,8/13/2020,3599,65,1991
Namibia,8/13/2020,3544,27,848
Thailand,8/13/2020,3359,58,3169
Somalia,8/13/2020,3227,93,1728
Cuba,8/13/2020,3174,89,2525
CaboVerde,8/13/2020,3073,33,2232
SriLanka,8/13/2020,2882,11,2646
Suriname,8/13/2020,2761,40,1830
Slovakia,8/13/2020,2739,31,1939
Mozambique,8/13/2020,2638,19,1015
Mali,8/13/2020,2597,125,1979
SouthSudan,8/13/2020,2478,47,1175
Slovenia,8/13/2020,2332,129,1960
Lithuania,8/13/2020,2330,81,1689
Rwanda,8/13/2020,2200,8,1558
Estonia,8/13/2020,2174,63,1975
Benin,8/13/2020,2014,38,1681
Iceland,8/13/2020,1976,10,1852
SierraLeone,8/13/2020,1940,69,1496
Tunisia,8/13/2020,1847,53,1302
Yemen,8/13/2020,1847,528,949
Angola,8/13/2020,1815,80,577
NewZealand,8/13/2020,1602,22,1531
TheGambia,8/13/2020,1556,43,267
SyrianArabRepublic,8/13/2020,1432,55,395
Uruguay,8/13/2020,1409,37,1180
Uganda,8/13/2020,1353,11,1141
Jordan,8/13/2020,1320,11,1222
Latvia,8/13/2020,1307,32,1078
Cyprus,8/13/2020,1305,20,870
Georgia,8/13/2020,1283,17,1068
Liberia,8/13/2020,1252,82,738
Malta,8/13/2020,1245,9,708
BurkinaFaso,8/13/2020,1228,54,997
Botswana,8/13/2020,1214,3,120
Niger,8/13/2020,1161,69,1075
Togo,8/13/2020,1104,26,791
TheBahamas,8/13/2020,1089,15,138
Jamaica,8/13/2020,1071,14,754
Andorra,8/13/2020,981,53,858
Chad,8/13/2020,949,76,860
Vietnam,8/13/2020,911,21,425
Lesotho,8/13/2020,884,25,271
SaoTomeandPrincipe,8/13/2020,883,15,808
SanMarino,8/13/2020,699,42,657
Guyana,8/13/2020,631,22,202
Tanzania,8/13/2020,509,21,183
Taiwan,8/13/2020,481,7,450
Burundi,8/13/2020,410,1,315
TrinidadandTobago,8/13/2020,404,8,139
Comoros,8/13/2020,399,7,379
Burma,8/13/2020,369,6,321
Mauritius,8/13/2020,344,10,334
Mongolia,8/13/2020,297,0,269
Belize,8/13/2020,296,2,32
Eritrea,8/13/2020,285,0,248
Cambodia,8/13/2020,273,0,225
PapuaNewGuinea,8/13/2020,271,3,78
Barbados,8/13/2020,144,7,118
Monaco,8/13/2020,144,4,114
Brunei,8/13/2020,142,3,138
Bhutan,8/13/2020,128,0,100
Seychelles,8/13/2020,127,0,126
AntiguaandBarbuda,8/13/2020,92,3,76
Liechtenstein,8/13/2020,90,1,87
SaintVincentandtheGrenadines,8/13/2020,57,0,55
Macao,8/13/2020,46,0,46
Fiji,8/13/2020,28,1,20
SaintLucia,8/13/2020,25,0,25
Timor.Leste,8/13/2020,25,0,24
Grenada,8/13/2020,24,0,23
Dominica,8/13/2020,18,0,18
SaintKittsandNevis,8/13/2020,17,0,17
HolySee,8/13/2020,12,0,12
WesternSahara,8/13/2020,10,1,8
US,8/14/2020,5313252,168423,1796326
Brazil,8/14/2020,3275520,106523,2616981
India,8/14/2020,2525922,49036,1808936
Russia,8/14/2020,910778,15467,721473
SouthAfrica,8/14/2020,579140,11556,461734
Peru,8/14/2020,516296,25856,354232
Mexico,8/14/2020,511369,55908,410479
Colombia,8/14/2020,445111,14492,261293
Chile,8/14/2020,382111,10340,355037
Spain,8/14/2020,342813,28617,150376
Iran,8/14/2020,338825,19331,293811
UnitedKingdom,8/14/2020,318190,41443,1481
SaudiArabia,8/14/2020,295902,3338,262959
Pakistan,8/14/2020,287300,6153,265215
Argentina,8/14/2020,282437,5527,199005
Bangladesh,8/14/2020,271881,3591,156623
Italy,8/14/2020,252809,35234,203326
France,8/14/2020,249655,30410,83993
Turkey,8/14/2020,246861,5934,228980
Germany,8/14/2020,223791,9230,200440
Iraq,8/14/2020,168290,5709,120129
Philippines,8/14/2020,153660,2442,71405
Indonesia,8/14/2020,135123,6021,89618
Canada,8/14/2020,123605,9068,109657
Qatar,8/14/2020,114532,190,111258
Kazakhstan,8/14/2020,102287,1269,80716
Ecuador,8/14/2020,99409,6030,79176
Bolivia,8/14/2020,97950,3939,34723
Egypt,8/14/2020,96220,5124,57858
Israel,8/14/2020,91080,665,66965
Ukraine,8/14/2020,89917,2042,48288
China,8/14/2020,84808,4634,79518
DominicanRepublic,8/14/2020,84488,1409,49539
Oman,8/14/2020,82743,557,77427
Sweden,8/14/2020,81195,5804,0
Panama,8/14/2020,79402,1734,52886
Belgium,8/14/2020,77113,9924,17941
Kuwait,8/14/2020,75185,494,66740
Belarus,8/14/2020,69308,603,66452
Romania,8/14/2020,68046,2904,31920
UnitedArabEmirates,8/14/2020,63819,359,57473
Netherlands,8/14/2020,63127,6189,253
Guatemala,8/14/2020,61428,2341,49355
Singapore,8/14/2020,55580,27,51049
Poland,8/14/2020,55319,1858,38362
Japan,8/14/2020,53818,1080,35498
Portugal,8/14/2020,53783,1772,39374
Honduras,8/14/2020,49467,1548,7128
Nigeria,8/14/2020,48445,973,35998
Bahrain,8/14/2020,46052,168,42469
Ghana,8/14/2020,41847,223,39718
Kyrgyzstan,8/14/2020,41373,1491,33592
Armenia,8/14/2020,41299,814,34164
Morocco,8/14/2020,39241,611,27644
Switzerland,8/14/2020,37671,1991,32900
Algeria,8/14/2020,37664,1351,26308
Afghanistan,8/14/2020,37431,1363,26714
Azerbaijan,8/14/2020,34018,504,31490
Uzbekistan,8/14/2020,33821,220,27825
Venezuela,8/14/2020,31381,266,21580
Moldova,8/14/2020,29483,884,20556
Kenya,8/14/2020,29334,465,15298
Serbia,8/14/2020,29233,665,0
Ethiopia,8/14/2020,27242,492,11660
Ireland,8/14/2020,26995,1774,23364
CostaRica,8/14/2020,26931,281,8785
Nepal,8/14/2020,25551,99,17077
Australia,8/14/2020,23035,379,13632
Austria,8/14/2020,22876,725,20499
ElSalvador,8/14/2020,22314,595,10455
Czechia,8/14/2020,19693,394,13731
Cameroon,8/14/2020,18469,401,15320
CotedIvoire,8/14/2020,16935,108,13721
WestBankandGaza,8/14/2020,15834,106,9382
Denmark,8/14/2020,15758,621,13455
BosniaandHerzegovina,8/14/2020,15535,469,9344
RepublicofKorea,8/14/2020,15039,305,13901
Bulgaria,8/14/2020,14243,492,9114
Madagascar,8/14/2020,13643,164,12011
NorthMacedonia,8/14/2020,12515,535,9030
Sudan,8/14/2020,12162,793,6325
Senegal,8/14/2020,11872,249,7615
Kosovo,8/14/2020,11130,381,6817
Norway,8/14/2020,9908,261,8857
DemocraticRepublicoftheCongo,8/14/2020,9605,238,8512
Malaysia,8/14/2020,9149,125,8828
Paraguay,8/14/2020,9022,108,5657
Zambia,8/14/2020,9021,256,7586
Guinea,8/14/2020,8260,50,7177
Gabon,8/14/2020,8225,51,6277
Lebanon,8/14/2020,8045,94,2551
Tajikistan,8/14/2020,7989,63,6777
Haiti,8/14/2020,7810,192,5123
Finland,8/14/2020,7700,333,7050
Luxembourg,8/14/2020,7405,122,6500
Libya,8/14/2020,7327,139,848
Albania,8/14/2020,7117,219,3695
Mauritania,8/14/2020,6676,157,5889
Greece,8/14/2020,6632,223,1347
Croatia,8/14/2020,6258,163,5134
Maldives,8/14/2020,5572,22,3010
Djibouti,8/14/2020,5367,59,5181
Zimbabwe,8/14/2020,5072,128,1998
Malawi,8/14/2020,4988,156,2576
Hungary,8/14/2020,4853,607,3590
EquatorialGuinea,8/14/2020,4821,83,2182
CentralAfricanRepublic,8/14/2020,4652,61,1728
HongKong,8/14/2020,4360,67,3392
Nicaragua,8/14/2020,4115,128,2913
Montenegro,8/14/2020,3930,73,2752
Congo,8/14/2020,3745,60,1625
Namibia,8/14/2020,3726,31,848
Eswatini,8/14/2020,3670,68,1991
Thailand,8/14/2020,3376,58,3173
Somalia,8/14/2020,3250,93,2268
Cuba,8/14/2020,3229,88,2547
CaboVerde,8/14/2020,3136,33,2254
SriLanka,8/14/2020,2886,11,2658
Suriname,8/14/2020,2838,41,1894
Slovakia,8/14/2020,2801,31,1944
Mozambique,8/14/2020,2708,19,1075
Mali,8/14/2020,2597,125,1979
SouthSudan,8/14/2020,2482,47,1175
Slovenia,8/14/2020,2369,129,2027
Lithuania,8/14/2020,2352,81,1691
Rwanda,8/14/2020,2293,8,1604
Estonia,8/14/2020,2177,63,1976
Benin,8/14/2020,2014,38,1681
Iceland,8/14/2020,1983,10,1861
SierraLeone,8/14/2020,1947,69,1502
Tunisia,8/14/2020,1903,53,1320
Yemen,8/14/2020,1858,528,1009
Angola,8/14/2020,1852,86,584
TheGambia,8/14/2020,1623,50,304
NewZealand,8/14/2020,1609,22,1531
SyrianArabRepublic,8/14/2020,1515,58,403
Uruguay,8/14/2020,1421,38,1182
Uganda,8/14/2020,1385,12,1142
Jordan,8/14/2020,1329,11,1229
Cyprus,8/14/2020,1318,20,870
Latvia,8/14/2020,1308,32,1078
Georgia,8/14/2020,1306,17,1085
Malta,8/14/2020,1276,9,762
Liberia,8/14/2020,1252,82,738
BurkinaFaso,8/14/2020,1238,54,1005
Botswana,8/14/2020,1214,3,120
Niger,8/14/2020,1161,69,1075
Togo,8/14/2020,1124,26,806
TheBahamas,8/14/2020,1119,17,138
Jamaica,8/14/2020,1082,14,761
Andorra,8/14/2020,989,53,863
Chad,8/14/2020,951,76,862
Vietnam,8/14/2020,930,22,437
SaoTomeandPrincipe,8/14/2020,885,15,809
Lesotho,8/14/2020,884,25,271
SanMarino,8/14/2020,699,42,657
Guyana,8/14/2020,649,22,306
Tanzania,8/14/2020,509,21,183
Taiwan,8/14/2020,481,7,450
TrinidadandTobago,8/14/2020,426,10,139
Burundi,8/14/2020,412,1,315
Comoros,8/14/2020,403,7,379
Burma,8/14/2020,374,6,322
Belize,8/14/2020,356,3,32
Mauritius,8/14/2020,345,10,334
Mongolia,8/14/2020,298,0,272
Eritrea,8/14/2020,285,0,248
Cambodia,8/14/2020,273,0,225
PapuaNewGuinea,8/14/2020,271,3,78
Barbados,8/14/2020,148,7,119
Monaco,8/14/2020,146,4,114
Brunei,8/14/2020,142,3,138
Bhutan,8/14/2020,133,0,102
Seychelles,8/14/2020,127,0,126
AntiguaandBarbuda,8/14/2020,93,3,83
Liechtenstein,8/14/2020,91,1,87
SaintVincentandtheGrenadines,8/14/2020,57,0,55
Macao,8/14/2020,46,0,46
Fiji,8/14/2020,28,1,20
SaintLucia,8/14/2020,25,0,25
Timor.Leste,8/14/2020,25,0,24
Grenada,8/14/2020,24,0,23
Dominica,8/14/2020,18,0,18
SaintKittsandNevis,8/14/2020,17,0,17
HolySee,8/14/2020,12,0,12
WesternSahara,8/14/2020,10,1,8
US,8/15/2020,5361165,169457,1818527
Brazil,8/15/2020,3317096,107232,2622878
India,8/15/2020,2589952,49980,1862258
Russia,8/15/2020,915808,15585,727895
SouthAfrica,8/15/2020,583653,11677,466941
Mexico,8/15/2020,517714,56543,418164
Peru,8/15/2020,516296,25856,359781
Colombia,8/15/2020,456689,14810,274420
Chile,8/15/2020,383902,10395,356951
Spain,8/15/2020,342813,28617,150376
Iran,8/15/2020,341070,19492,295630
UnitedKingdom,8/15/2020,319232,41446,1486
SaudiArabia,8/15/2020,297315,3369,264487
Argentina,8/15/2020,289100,5637,205697
Pakistan,8/15/2020,288047,6162,265624
Bangladesh,8/15/2020,274525,3625,157635
Italy,8/15/2020,253438,35392,203640
France,8/15/2020,252965,30410,83993
Turkey,8/15/2020,248117,5955,229972
Germany,8/15/2020,224488,9235,200756
Iraq,8/15/2020,172583,5785,122700
Philippines,8/15/2020,157918,2600,72209
Indonesia,8/15/2020,137468,6071,91321
Canada,8/15/2020,123825,9072,109933
Qatar,8/15/2020,114809,192,111505
Kazakhstan,8/15/2020,102696,1269,81558
Ecuador,8/15/2020,100688,6065,79354
Bolivia,8/15/2020,99146,4003,35638
Egypt,8/15/2020,96336,5141,58835
Israel,8/15/2020,92233,674,67950
Ukraine,8/15/2020,91795,2076,48946
DominicanRepublic,8/15/2020,85545,1438,51356
China,8/15/2020,84827,4634,79574
Oman,8/15/2020,82924,562,77550
Sweden,8/15/2020,81421,5804,0
Panama,8/15/2020,80665,1746,53857
Belgium,8/15/2020,77869,9935,17981
Kuwait,8/15/2020,75697,498,67519
Romania,8/15/2020,69374,2954,32334
Belarus,8/15/2020,69308,603,66452
UnitedArabEmirates,8/15/2020,64102,361,57571
Netherlands,8/15/2020,63889,6191,338
Guatemala,8/15/2020,62313,2355,50183
Poland,8/15/2020,56090,1869,38853
Singapore,8/15/2020,55661,27,51521
Japan,8/15/2020,55051,1093,39439
Portugal,8/15/2020,53981,1775,39585
Honduras,8/15/2020,49979,1567,7255
Nigeria,8/15/2020,48770,974,36290
Bahrain,8/15/2020,46430,170,42806
Ghana,8/15/2020,42210,231,40147
Kyrgyzstan,8/15/2020,41645,1493,33951
Armenia,8/15/2020,41495,817,34484
Morocco,8/15/2020,41017,632,28566
Algeria,8/15/2020,38133,1360,26644
Switzerland,8/15/2020,37924,1991,33200
Afghanistan,8/15/2020,37551,1370,27166
Uzbekistan,8/15/2020,34528,225,29328
Azerbaijan,8/15/2020,34107,506,31697
Venezuela,8/15/2020,32607,276,21747
Moldova,8/15/2020,29905,895,20908
Kenya,8/15/2020,29849,472,15970
Serbia,8/15/2020,29471,670,0
Ethiopia,8/15/2020,28894,509,12037
CostaRica,8/15/2020,27737,291,9010
Ireland,8/15/2020,27191,1774,23364
Nepal,8/15/2020,26019,102,17201
Australia,8/15/2020,23287,396,13633
Austria,8/15/2020,23179,728,20627
ElSalvador,8/15/2020,22619,603,10618
Czechia,8/15/2020,19891,395,13763
Cameroon,8/15/2020,18469,401,16540
CotedIvoire,8/15/2020,16993,108,13759
WestBankandGaza,8/15/2020,16153,108,9388
Denmark,8/15/2020,15867,621,13514
BosniaandHerzegovina,8/15/2020,15801,471,9619
RepublicofKorea,8/15/2020,15318,305,13910
Bulgaria,8/15/2020,14333,495,9161
Madagascar,8/15/2020,13724,166,12232
NorthMacedonia,8/15/2020,12653,539,9123
Sudan,8/15/2020,12211,796,6340
Senegal,8/15/2020,12032,251,7637
Kosovo,8/15/2020,11275,390,6961
Norway,8/15/2020,9965,261,8857
DemocraticRepublicoftheCongo,8/15/2020,9638,239,8597
Paraguay,8/15/2020,9381,127,5841
Zambia,8/15/2020,9186,260,8065
Malaysia,8/15/2020,9175,125,8831
Lebanon,8/15/2020,8442,97,2650
Guinea,8/15/2020,8343,50,7210
Gabon,8/15/2020,8225,51,6277
Tajikistan,8/15/2020,8029,64,6815
Haiti,8/15/2020,7831,196,5235
Libya,8/15/2020,7738,145,894
Finland,8/15/2020,7720,333,7050
Luxembourg,8/15/2020,7439,123,6500
Albania,8/15/2020,7260,225,3746
Greece,8/15/2020,6858,226,1347
Mauritania,8/15/2020,6693,157,5928
Croatia,8/15/2020,6420,165,5193
Maldives,8/15/2020,5679,22,3208
Djibouti,8/15/2020,5367,59,5181
Zimbabwe,8/15/2020,5176,130,2047
Malawi,8/15/2020,5026,157,2623
Hungary,8/15/2020,4877,607,3606
EquatorialGuinea,8/15/2020,4821,83,2182
CentralAfricanRepublic,8/15/2020,4652,61,1728
HongKong,8/15/2020,4406,69,3488
Nicaragua,8/15/2020,4115,128,2913
Montenegro,8/15/2020,3960,75,2830
Namibia,8/15/2020,3907,35,2352
Eswatini,8/15/2020,3745,69,2268
Congo,8/15/2020,3745,60,1625
Thailand,8/15/2020,3376,58,3193
Cuba,8/15/2020,3292,88,2568
Somalia,8/15/2020,3250,93,2268
CaboVerde,8/15/2020,3163,34,2302
Suriname,8/15/2020,2961,42,1990
SriLanka,8/15/2020,2890,11,2666
Slovakia,8/15/2020,2855,31,1969
Mozambique,8/15/2020,2791,19,1136
Mali,8/15/2020,2614,125,1986
SouthSudan,8/15/2020,2488,47,1175
Slovenia,8/15/2020,2401,129,2042
Lithuania,8/15/2020,2386,81,1704
Rwanda,8/15/2020,2352,8,1631
Estonia,8/15/2020,2184,63,1976
Benin,8/15/2020,2063,39,1690
Tunisia,8/15/2020,2023,54,1327
Iceland,8/15/2020,1999,10,1870
SierraLeone,8/15/2020,1954,69,1505
Angola,8/15/2020,1879,86,628
Yemen,8/15/2020,1858,528,1013
TheGambia,8/15/2020,1689,54,347
NewZealand,8/15/2020,1622,22,1531
SyrianArabRepublic,8/15/2020,1593,60,408
Uganda,8/15/2020,1434,13,1142
Uruguay,8/15/2020,1434,38,1194
Malta,8/15/2020,1348,9,782
Jordan,8/15/2020,1339,11,1229
Cyprus,8/15/2020,1332,20,870
Georgia,8/15/2020,1321,17,1088
Latvia,8/15/2020,1315,32,1078
Liberia,8/15/2020,1257,82,788
TheBahamas,8/15/2020,1252,17,160
BurkinaFaso,8/15/2020,1240,54,1006
Botswana,8/15/2020,1214,3,120
Niger,8/15/2020,1165,69,1077
Togo,8/15/2020,1130,27,836
Jamaica,8/15/2020,1082,14,761
Andorra,8/15/2020,989,53,863
Chad,8/15/2020,952,76,864
Vietnam,8/15/2020,951,24,447
Lesotho,8/15/2020,903,25,271
SaoTomeandPrincipe,8/15/2020,885,15,815
SanMarino,8/15/2020,699,42,657
Guyana,8/15/2020,674,22,310
Tanzania,8/15/2020,509,21,183
TrinidadandTobago,8/15/2020,497,10,139
Taiwan,8/15/2020,482,7,450
Burundi,8/15/2020,412,1,315
Comoros,8/15/2020,403,7,379
Belize,8/15/2020,388,3,35
Burma,8/15/2020,374,6,324
Mauritius,8/15/2020,346,10,334
Mongolia,8/15/2020,298,0,276
Eritrea,8/15/2020,285,0,248
Cambodia,8/15/2020,273,0,238
PapuaNewGuinea,8/15/2020,271,3,78
Barbados,8/15/2020,150,7,121
Monaco,8/15/2020,146,4,114
Brunei,8/15/2020,142,3,138
Bhutan,8/15/2020,133,0,102
Seychelles,8/15/2020,127,0,126
AntiguaandBarbuda,8/15/2020,93,3,83
Liechtenstein,8/15/2020,91,1,87
SaintVincentandtheGrenadines,8/15/2020,57,0,55
Macao,8/15/2020,46,0,46
Fiji,8/15/2020,28,1,20
SaintLucia,8/15/2020,25,0,25
Timor.Leste,8/15/2020,25,0,24
Grenada,8/15/2020,24,0,23
Dominica,8/15/2020,18,0,18
SaintKittsandNevis,8/15/2020,17,0,17
HolySee,8/15/2020,12,0,12
WesternSahara,8/15/2020,10,1,8
US,8/16/2020,5403213,170028,1833067
Brazil,8/16/2020,3340197,107852,2655017
India,8/16/2020,2647663,50921,1919842
Russia,8/16/2020,920719,15653,731444
SouthAfrica,8/16/2020,587345,11839,472377
Peru,8/16/2020,525803,26075,365367
Mexico,8/16/2020,522162,56757,424298
Colombia,8/16/2020,468332,15097,287436
Chile,8/16/2020,385946,10452,358828
Iran,8/16/2020,343203,19639,297486
Spain,8/16/2020,342813,28617,150376
UnitedKingdom,8/16/2020,320343,41451,1486
SaudiArabia,8/16/2020,298542,3408,266953
Argentina,8/16/2020,294569,5703,211702
Pakistan,8/16/2020,289215,6175,269087
Bangladesh,8/16/2020,276549,3657,158950
Italy,8/16/2020,253915,35396,203786
France,8/16/2020,252965,30410,83993
Turkey,8/16/2020,249309,5974,230969
Germany,8/16/2020,225007,9235,201187
Iraq,8/16/2020,176931,5860,125374
Philippines,8/16/2020,161253,2665,112586
Indonesia,8/16/2020,139549,6150,93103
Canada,8/16/2020,124004,9074,110202
Qatar,8/16/2020,115080,193,111794
Kazakhstan,8/16/2020,103033,1269,82777
Ecuador,8/16/2020,101542,6070,87022
Bolivia,8/16/2020,100344,4058,36491
Egypt,8/16/2020,96475,5160,59743
Ukraine,8/16/2020,93490,2100,49346
Israel,8/16/2020,92680,685,68510
DominicanRepublic,8/16/2020,86309,1453,52905
China,8/16/2020,84849,4634,79605
Oman,8/16/2020,83086,572,77680
Panama,8/16/2020,81940,1767,55001
Sweden,8/16/2020,81484,5806,0
Belgium,8/16/2020,78323,9939,17994
Kuwait,8/16/2020,76205,501,68135
Romania,8/16/2020,70461,2991,32587
Belarus,8/16/2020,69516,610,67072
Netherlands,8/16/2020,64468,6194,345
UnitedArabEmirates,8/16/2020,64312,364,57694
Guatemala,8/16/2020,62562,2379,50692
Poland,8/16/2020,56684,1877,39130
Japan,8/16/2020,56074,1103,40560
Singapore,8/16/2020,55747,27,51953
Portugal,8/16/2020,54102,1778,39697
Honduras,8/16/2020,50502,1575,7339
Nigeria,8/16/2020,49068,975,36497
Bahrain,8/16/2020,46835,170,43128
Ghana,8/16/2020,42532,231,40362
Morocco,8/16/2020,42489,658,29344
Kyrgyzstan,8/16/2020,41856,1495,34276
Armenia,8/16/2020,41663,818,34584
Algeria,8/16/2020,38583,1370,27017
Switzerland,8/16/2020,38124,1991,33300
Afghanistan,8/16/2020,37596,1375,27166
Uzbekistan,8/16/2020,35329,232,30973
Azerbaijan,8/16/2020,34219,506,31875
Venezuela,8/16/2020,33755,281,22700
Moldova,8/16/2020,30183,896,21220
Kenya,8/16/2020,30120,474,16656
Ethiopia,8/16/2020,29876,528,12359
Serbia,8/16/2020,29682,674,0
CostaRica,8/16/2020,28465,294,9062
Ireland,8/16/2020,27257,1774,23364
Nepal,8/16/2020,26660,104,17335
Australia,8/16/2020,23558,421,14083
Austria,8/16/2020,23370,728,20681
ElSalvador,8/16/2020,22912,612,10807
Czechia,8/16/2020,20012,397,13799
Cameroon,8/16/2020,18469,401,16540
CotedIvoire,8/16/2020,17026,110,13947
WestBankandGaza,8/16/2020,16534,110,9838
Denmark,8/16/2020,16003,621,13579
BosniaandHerzegovina,8/16/2020,15801,471,9619
RepublicofKorea,8/16/2020,15515,305,13917
Bulgaria,8/16/2020,14365,498,9186
Madagascar,8/16/2020,13827,170,12424
NorthMacedonia,8/16/2020,12739,544,9174
Sudan,8/16/2020,12314,798,6350
Senegal,8/16/2020,12162,253,7677
Kosovo,8/16/2020,11275,390,6961
Norway,8/16/2020,10005,261,8857
Paraguay,8/16/2020,9791,138,6034
DemocraticRepublicoftheCongo,8/16/2020,9676,240,8705
Zambia,8/16/2020,9343,260,8412
Malaysia,8/16/2020,9200,125,8859
Lebanon,8/16/2020,8881,103,2724
Guinea,8/16/2020,8482,51,7364
